 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
0.14186850144910873,-0.15537628005503018,-0.46676344556911886,-0.3401790587599634,2.617491393487329,1.1734447803056216,-2.4655838012871056,-1.6946177842563754
0.45790231024317785,1.1058275857279627,-0.019898171185899913,-0.2820324116076992,-0.3483597637414869,-0.27631534140010355,0.5791670935847316,0.09910298198686947
-0.7532086453768887,-0.7682766951578995,-0.10264106503159912,-0.1725208243700808,-0.43013819859828967,-0.5936828769215217,1.0417007808120835,1.0758294874160845
1.0111238414020698,1.3345694629397837,-0.2713649777594944,-0.32034580755844044,-0.24470724617506426,0.2529165565872926,-0.17074322854829294,-0.7905914519210983
0.7206112871555598,-0.1475698666393651,-0.5643598805491059,-0.28907037467966606,-0.4129859349857839,-0.4421813463485218,0.4015876550762604,0.07548318224440499
-1.0277595123313574,-0.020976404593707233,1.4408372875416047,1.0155022884793812,2.44513027750119,2.9236741639205017,-2.1402553396769464,-1.691025598515568
-0.2609609892467072,-0.4305380888651082,-0.33634103276240646,-0.32281852774465675,-0.44580998509043934,-0.6680808814382342,0.6888509336118067,0.8213471296776463
-0.30385144884547044,-0.3309944621447042,-0.3796768988976625,-0.30688137209581473,-0.4254997839943144,-0.7937249069753798,0.2622816434698315,0.843822306923639
-1.3429611248863795,-1.2345413533828231,-0.3459217785788543,-0.2912913532418527,-0.46391795725857043,-0.8741299706632969,0.5273072270765784,1.3380297025028436
0.08556584361925916,-0.05363743580181345,-0.3562380997144276,-0.2813025757591588,-0.40236188210668933,-0.6156733572776131,0.5058037447798862,0.5778575961195951
0.7775655538017956,1.2324410399425176,-0.2413547369902975,-0.30309419937828735,-0.33769098810258485,-0.24499275315280375,0.22898968862176686,-0.25825602601982833
0.09706862519897799,-0.14896870851428337,-0.20525979718509663,-0.2704057081110604,-0.42245355898055953,-0.690329103156345,0.3864809206388064,0.5866701939021945
0.19170661790690924,-0.31844080282997006,-0.47504995706049347,-0.2888907760055026,-0.42783088908848516,-0.561538188809288,0.6456631548328784,0.5308475056000089
0.9619385164151195,0.3701837922016814,-0.5338865751211784,-0.2924163897655722,-0.36060367213397415,-0.4431667356525747,-0.03940449047191596,-0.26895945710592223
-0.8439854267707535,-1.0205083863338302,-0.4454727633460243,-0.2721899205185426,-0.4545341186492134,-0.7019057177859115,0.8630269147459143,1.1381321309571566
0.599419275348977,1.045683144511624,-0.08673304100963151,-0.2703906322258069,-0.3674940943229297,-0.1727075293725976,0.5906075821971053,-0.04039521180859623
1.0474365809881008,0.5382440585928199,0.6240542950489096,0.6076756337840793,-0.05659594364970188,0.7427530385926016,0.0007716051705469913,-0.9159651423359232
0.9866575866800871,-0.5737667552260598,-0.4339040249441969,-0.21471633282246919,-0.378504979598493,-0.3641302510779978,0.19666669136243536,-0.15735968621598687
-0.09643110698995393,-1.5502133684477135,-0.18455021255746407,-0.08720905448411569,-0.42341485097260223,-0.7385828658245494,0.4162792008467527,0.8211995233086732
-1.459047414786098,-1.416340107696192,-0.11686559697883435,-0.14112430290508482,-0.4320646829721784,-0.7800247588408453,0.6659974509012462,1.3795243618940407
0.7901321938228058,1.7723409921441025,0.19503038813619653,-0.1678097629574516,-0.18578280735277827,0.5839229599548192,0.18159793013707878,-0.7077193008592754
0.21389726212999538,-0.17701038512016481,-0.45784890187957883,-0.32792616970236166,-0.4299977810352908,-0.5945546807513018,0.5806083205771277,0.5038000773047907
0.9054350738333545,1.729839981122548,-0.23461645515632584,-0.34682477624030195,-0.27919874743486994,0.1820100633815098,-0.023149293735633212,-0.7000551612957592
0.8033035714616658,2.2816438539702397,-0.23295965121059267,-0.3749437585762063,-0.10949409582086178,0.7749523174444441,-0.5421971896332012,-1.114852034879085
-0.18383324766610518,-0.33825921248905894,-0.2955295519854061,-0.3001600398141831,-0.43591722637545055,-0.6186041507000506,0.7254040946188316,0.7674132891041611
0.006678530871544757,-0.5547989594350579,-0.3660207547535332,-0.2735684614544345,2.458648157526131,1.7820320849320335,-2.6491623274840332,-1.7136703863473295
1.4104811428112107,-0.25211778632516624,-0.5891354218227197,-0.27144306262378215,-0.238997245813274,-0.029464976976110557,-0.826303720641608,-1.0410996135727746
-0.20262343808216984,-0.10231971977673314,-0.23727041189391343,-0.28407631386143567,2.1279905643126606,2.3484877128840864,-2.4674671798004346,-1.714735082020932
1.3716826645283453,0.36016921850563055,-0.72622141303674,-0.29332006499485963,-0.16149922382477255,0.16712284627050475,-1.2893727216558064,-1.3684351965607753
-0.5038023936015941,-0.7444256392446613,-0.24232994426022486,-0.22350211412838905,-0.43715470207123647,-0.6053019483931518,0.9568502666897292,0.9639502160584555
-0.14524315322727413,-0.3476730910962122,-0.10153147480705856,0.05309613143274885,-0.394096312605072,-0.3430628709284154,1.2399134653527626,0.7185656877867118
0.6724148509681328,0.8778924274903226,-0.005872599053142736,-0.16405508333700602,-0.30956833551441304,-0.21939121139227044,0.4759783944574935,-0.07668067043244255
-0.92528476554164,-1.6740558807064347,-0.38264505690698175,-0.2591883117133688,-0.4528169554791968,-0.9172090903459195,0.11985502326838811,1.2201077656109216
-3.6556088241414053,-0.9830223469056869,3.8162643472584747,4.294528035658309,4.163735990327962,1.9653282535482326,-2.450984505842318,-1.7042081455983056
1.0155189626164234,1.9789999693035205,-0.48746395043431906,-0.3840859992656518,-0.28048213334355454,-0.005049959672713198,-0.5996172756701802,-0.9444831444910292
0.12137611776868003,-0.6229930887319377,-0.49038522736332746,-0.2915496716479253,2.2939258779522955,1.8050876146558452,-2.6089053180203297,-1.712487810398045
0.7926580716403059,1.1225470842713752,-0.11196912474372678,-0.2135678384867728,0.8250520456009202,1.242873397693304,-1.8424091478079963,-1.604259118903284
0.7719585254518527,0.43417956540426184,-0.2289227302096943,-0.26041780342481036,-0.3557085910640752,-0.27605310282259204,0.3602711058811067,-0.09029204548296256
-1.8974057628358263,-1.9570163373056217,-0.175528367058711,-0.12986095762792949,-0.45734406078863726,-0.8958200468698939,0.44978865580761745,1.526729774901394
0.7838409951242837,0.09214380933548466,-0.4483226953112245,-0.27722099688123597,-0.39096584193782313,-0.4869577572731201,0.21203115371741543,-0.015244733228725077
1.2795622116037875,0.43714493187585557,-0.24557362923340872,-0.25362957295894695,-0.23521689462411852,0.19310882518915526,-0.622346850759906,-1.0525685755028094
0.4003028778779632,1.1308217777178153,0.8535336735367143,0.5904734865887205,-0.2159781895271385,0.436678564424732,1.256303867421379,-0.024600165912711962
