pca1,pca2,pca3,pca4,Rings
2.3161483544945987,1.4110174861464821,-0.862334519358187,-0.3275005784110377,15
3.9736240653322996,0.41946928411910767,-0.8826349699279032,-0.0894572109845445,7
0.4757127194755079,-0.26355245141078776,1.0570180586317774,0.2634059816561595,9
1.7943193636076546,0.1876162233775056,-0.9125822817453505,0.21912236442655428,10
4.275842464480939,0.2041744522481778,0.10599252007812769,-0.3054428539962912,7
3.191398676527823,1.5160334943642242,0.1635104649837934,-0.10299588993175879,8
0.18476888080149007,1.974523201740401,1.1827802906891423,0.8555776767928079,20
0.3971047363006789,1.2054523052908657,1.1202076093654934,0.03437288316177055,16
1.590616770474385,0.06136752031051824,-0.9190761227209573,0.2585683357544651,9
-0.3747965293782771,1.2008949946599914,1.123904399207231,0.5487894128332009,19
0.8277988703881076,0.06475927903364767,1.089121689827371,0.513503060849621,14
2.4721328146969523,0.41588546218978384,-0.8933633157380194,0.16186557718944009,10
1.3181116372786243,0.1215587806319246,-0.9123779480939247,0.5616117440990069,11
0.23332077333744075,-0.5789411220209109,1.0397128043286017,0.2919899319708492,10
2.459159698382026,2.399179100086698,1.2043936997774791,0.041503936779135144,10
0.9502266283413082,1.3931478724841255,-0.859148019539945,0.3291371398732732,12
4.256821048586362,3.9613183409530803,0.2976545526187159,0.021448086654650353,7
2.5465020087010712,0.6958300515525745,1.1118937961330886,-0.21239926475484552,10
4.102164447919369,2.646625229631213,-0.7712269077696622,-0.10141087115613107,7
2.735516492947694,0.27168674854723623,-0.905744054160303,-0.08525939098372803,9
3.722756073180725,0.13596307588977993,-0.8951677087654838,-0.01620174906727268,11
3.6597080605367673,0.21054390434810974,0.11424528190584568,0.16618988310739982,10
-0.983451282416499,-0.054734057671722396,1.0338387709423709,-0.0014481372789948033,12
-0.012643286654908228,-0.5526505594680989,1.0250972634045215,-0.18974762139033052,9
-2.3721268291604303,-0.39928912988127396,0.9965689478956127,-0.27687357559072096,10
-0.5057393248911889,1.1337115611121207,1.1004946239565485,-0.010719844018840609,11
-1.8665307140884029,-0.7719888689244787,1.0125934284727036,0.5320658127219844,11
-0.7925970143504539,0.49486384516969817,-0.9295399059528259,-0.04892388550359228,12
